#{"source_data": "2017-09-06", "update_frequency": "Hourly", "source_key": "FTS", "extract_date": "2017-09-06", "source_url": "https://fts.unocha.org"}
organization_id,organization_name,totalFunding,plan_id,plan_code,plan_name,countryCode
4543.0,Private (individuals & organizations),85654,590,FMDG17,Madagascar Flash Appeal 2017,MDG
,Not specified,63983,590,FMDG17,Madagascar Flash Appeal 2017,MDG
8523.0,European Commission's Humanitarian Aid and Civil Protection Department,530223,590,FMDG17,Madagascar Flash Appeal 2017,MDG
2921.0,"Sweden, Government of",885054,590,FMDG17,Madagascar Flash Appeal 2017,MDG
2933.0,"United States of America, Government of",549937,590,FMDG17,Madagascar Flash Appeal 2017,MDG
4384.0,"Luxembourg, Government of",113740,590,FMDG17,Madagascar Flash Appeal 2017,MDG
2933.0,"United States of America, Government of",10537512,535,HMLI17,Mali 2017,MLI
4762.0,Central Emergency Response Fund,6905824,535,HMLI17,Mali 2017,MLI
4306.0,"Germany, Government of",14510980,535,HMLI17,Mali 2017,MLI
4340.0,UNICEF National Committee/Norway,190423,535,HMLI17,Mali 2017,MLI
8523.0,European Commission's Humanitarian Aid and Civil Protection Department,23314957,535,HMLI17,Mali 2017,MLI
2921.0,"Sweden, Government of",5888127,535,HMLI17,Mali 2017,MLI
4314.0,"France, Government of",1266733,535,HMLI17,Mali 2017,MLI
4537.0,"Japan, Government of",1747000,535,HMLI17,Mali 2017,MLI
2928.0,"Canada, Government of",2744907,535,HMLI17,Mali 2017,MLI
4384.0,"Luxembourg, Government of",477313,535,HMLI17,Mali 2017,MLI
2930.0,"Norway, Government of",706056,535,HMLI17,Mali 2017,MLI
2929.0,"Korea, Republic of, Government of",1000000,535,HMLI17,Mali 2017,MLI
,Not specified,3164961,535,HMLI17,Mali 2017,MLI
3049.0,World Food Programme,2568000,535,HMLI17,Mali 2017,MLI
3776.0,"Denmark, Government of",2782717,535,HMLI17,Mali 2017,MLI
2924.0,"Switzerland, Government of",1301057,535,HMLI17,Mali 2017,MLI
4858.0,"Monaco, Government of",84926,535,HMLI17,Mali 2017,MLI
4543.0,Private (individuals & organizations),640,535,HMLI17,Mali 2017,MLI
8523.0,European Commission's Humanitarian Aid and Civil Protection Department,7425350,547,HMRT17,Mauritania 2017,MRT
3776.0,"Denmark, Government of",265000,547,HMRT17,Mauritania 2017,MRT
4306.0,"Germany, Government of",542868,547,HMRT17,Mauritania 2017,MRT
4858.0,"Monaco, Government of",300000,547,HMRT17,Mauritania 2017,MRT
,Not specified,143328,547,HMRT17,Mauritania 2017,MRT
2928.0,"Canada, Government of",371747,547,HMRT17,Mauritania 2017,MRT
4314.0,"France, Government of",857414,547,HMRT17,Mauritania 2017,MRT
4537.0,"Japan, Government of",5516000,547,HMRT17,Mauritania 2017,MRT
2933.0,"United States of America, Government of",3470000,547,HMRT17,Mauritania 2017,MRT
3774.0,"Italy, Government of",562505,547,HMRT17,Mauritania 2017,MRT
2966.0,European Commission,1500000,547,HMRT17,Mauritania 2017,MRT
2998.0,"Saudi Arabia (Kingdom of), Government of",324000,547,HMRT17,Mauritania 2017,MRT
5319.0,"Spain, Government of",300000,547,HMRT17,Mauritania 2017,MRT
3049.0,World Food Programme,4382777,547,HMRT17,Mauritania 2017,MRT
2933.0,"United States of America, Government of",500000,586,FMOZ17,Mozambique Cyclone Dineo Flash Appeal 2017,MOZ
,Not specified,77726,586,FMOZ17,Mozambique Cyclone Dineo Flash Appeal 2017,MOZ
4762.0,Central Emergency Response Fund,2000095,586,FMOZ17,Mozambique Cyclone Dineo Flash Appeal 2017,MOZ
2928.0,"Canada, Government of",114329,586,FMOZ17,Mozambique Cyclone Dineo Flash Appeal 2017,MOZ
3774.0,"Italy, Government of",212089,586,FMOZ17,Mozambique Cyclone Dineo Flash Appeal 2017,MOZ
4306.0,"Germany, Government of",6182975,545,HMMR17,Myanmar 2017,MMR
1418.0,Qatar Charity,334154,545,HMMR17,Myanmar 2017,MMR
2928.0,"Canada, Government of",1954899,545,HMMR17,Myanmar 2017,MMR
2933.0,"United States of America, Government of",10911633,545,HMMR17,Myanmar 2017,MMR
2924.0,"Switzerland, Government of",10003127,545,HMMR17,Myanmar 2017,MMR
2921.0,"Sweden, Government of",2906691,545,HMMR17,Myanmar 2017,MMR
2917.0,"United Kingdom, Government of",7456029,545,HMMR17,Myanmar 2017,MMR
3776.0,"Denmark, Government of",581571,545,HMMR17,Myanmar 2017,MMR
4762.0,Central Emergency Response Fund,6526848,545,HMMR17,Myanmar 2017,MMR
4537.0,"Japan, Government of",7821096,545,HMMR17,Myanmar 2017,MMR
5295.0,"Finland, Government of",537057,545,HMMR17,Myanmar 2017,MMR
4384.0,"Luxembourg, Government of",357994,545,HMMR17,Myanmar 2017,MMR
8839.0,Humanitarian Innovation Fund,16662,545,HMMR17,Myanmar 2017,MMR
2932.0,"Czech Republic, Government of",156986,545,HMMR17,Myanmar 2017,MMR
4391.0,"Australia, Government of",5233451,545,HMMR17,Myanmar 2017,MMR
2930.0,"Norway, Government of",566107,545,HMMR17,Myanmar 2017,MMR
8523.0,European Commission's Humanitarian Aid and Civil Protection Department,10374512,545,HMMR17,Myanmar 2017,MMR
4389.0,Deutsche Welthungerhilfe e.V. (German Agro Action),65969,545,HMMR17,Myanmar 2017,MMR
4543.0,Private (individuals & organizations),302400,545,HMMR17,Myanmar 2017,MMR
3049.0,World Food Programme,39786,545,HMMR17,Myanmar 2017,MMR
4314.0,"France, Government of",300000,545,HMMR17,Myanmar 2017,MMR
,Not specified,45135,545,HMMR17,Myanmar 2017,MMR
2998.0,"Saudi Arabia (Kingdom of), Government of",500540,545,HMMR17,Myanmar 2017,MMR
4306.0,"Germany, Government of",8368702,530,HNER17,Niger 2017,NER
4314.0,"France, Government of",4330639,530,HNER17,Niger 2017,NER
2777.0,"Niger, Government of",4379442,530,HNER17,Niger 2017,NER
,Not specified,30836220,530,HNER17,Niger 2017,NER
2924.0,"Switzerland, Government of",2622179,530,HNER17,Niger 2017,NER
2921.0,"Sweden, Government of",3552863,530,HNER17,Niger 2017,NER
2933.0,"United States of America, Government of",60629667,530,HNER17,Niger 2017,NER
4543.0,Private (individuals & organizations),444789,530,HNER17,Niger 2017,NER
2930.0,"Norway, Government of",4426775,530,HNER17,Niger 2017,NER
8523.0,European Commission's Humanitarian Aid and Civil Protection Department,41836345,530,HNER17,Niger 2017,NER
3774.0,"Italy, Government of",2058854,530,HNER17,Niger 2017,NER
3049.0,World Food Programme,33438033,530,HNER17,Niger 2017,NER
2928.0,"Canada, Government of",7803120,530,HNER17,Niger 2017,NER
4537.0,"Japan, Government of",8301401,530,HNER17,Niger 2017,NER
2966.0,European Commission,6637818,530,HNER17,Niger 2017,NER
3238.0,CARE International,1057960,530,HNER17,Niger 2017,NER
4762.0,Central Emergency Response Fund,10058848,530,HNER17,Niger 2017,NER
4384.0,"Luxembourg, Government of",530786,530,HNER17,Niger 2017,NER
2684.0,UN Peacebuilding Fund,326390,530,HNER17,Niger 2017,NER
5319.0,"Spain, Government of",1380135,530,HNER17,Niger 2017,NER
3776.0,"Denmark, Government of",284398,530,HNER17,Niger 2017,NER
4695.0,Adventist Development and Relief Agency,10,530,HNER17,Niger 2017,NER
4546.0,"Austria, Government of",588235,530,HNER17,Niger 2017,NER
2927.0,"Belgium, Government of",1119821,530,HNER17,Niger 2017,NER
4391.0,"Australia, Government of",2237136,530,HNER17,Niger 2017,NER
3778.0,UNICEF National Committee/Germany,2160659,536,HNGA17,Nigeria 2017,NGA
2933.0,"United States of America, Government of",109547014,536,HNGA17,Nigeria 2017,NGA
4762.0,Central Emergency Response Fund,31886628,536,HNGA17,Nigeria 2017,NGA
4306.0,"Germany, Government of",74821269,536,HNGA17,Nigeria 2017,NGA
5315.0,UNICEF National Committee/United Kingdom,16626,536,HNGA17,Nigeria 2017,NGA
2928.0,"Canada, Government of",16753425,536,HNGA17,Nigeria 2017,NGA
8630.0,ACT Alliance / World Renew,361449,536,HNGA17,Nigeria 2017,NGA
1497.0,Catholic Agency for Overseas Development,162326,536,HNGA17,Nigeria 2017,NGA
2921.0,"Sweden, Government of",22309490,536,HNGA17,Nigeria 2017,NGA
4343.0,"Nigeria, Government of",1031867,536,HNGA17,Nigeria 2017,NGA
2919.0,UNICEF National Committee/Netherlands,1440227,536,HNGA17,Nigeria 2017,NGA
3162.0,Caritas Germany (DCV),106724,536,HNGA17,Nigeria 2017,NGA
8523.0,European Commission's Humanitarian Aid and Civil Protection Department,67064395,536,HNGA17,Nigeria 2017,NGA
2976.0,"China, Government of",5000000,536,HNGA17,Nigeria 2017,NGA
5797.0,Canadian Catholic Organization for Development and Peace (Caritas Canada),55762,536,HNGA17,Nigeria 2017,NGA
5295.0,"Finland, Government of",2134472,536,HNGA17,Nigeria 2017,NGA
4391.0,"Australia, Government of",2237136,536,HNGA17,Nigeria 2017,NGA
2930.0,"Norway, Government of",11578805,536,HNGA17,Nigeria 2017,NGA
2924.0,"Switzerland, Government of",7803966,536,HNGA17,Nigeria 2017,NGA
2917.0,"United Kingdom, Government of",96813264,536,HNGA17,Nigeria 2017,NGA
4543.0,Private (individuals & organizations),445696,536,HNGA17,Nigeria 2017,NGA
4384.0,"Luxembourg, Government of",1114711,536,HNGA17,Nigeria 2017,NGA
3774.0,"Italy, Government of",3325418,536,HNGA17,Nigeria 2017,NGA
3272.0,"Lithuania, Government of",10741,536,HNGA17,Nigeria 2017,NGA
3016.0,UNICEF National Committee/Finland,483763,536,HNGA17,Nigeria 2017,NGA
4314.0,"France, Government of",1147270,536,HNGA17,Nigeria 2017,NGA
3009.0,"Ireland, Government of",2275313,536,HNGA17,Nigeria 2017,NGA
2652.0,"Malta, Government of",32017,536,HNGA17,Nigeria 2017,NGA
4831.0,Arab Gulf Programme for United Nations Development Organizations,25000,536,HNGA17,Nigeria 2017,NGA
5300.0,UNICEF National Committee/Czech Republic,94607,536,HNGA17,Nigeria 2017,NGA
4537.0,"Japan, Government of",7539000,536,HNGA17,Nigeria 2017,NGA
2733.0,"Sri Lanka, Government of",1250,536,HNGA17,Nigeria 2017,NGA
2783.0,"Azerbaijan, Government of",25000,536,HNGA17,Nigeria 2017,NGA
4340.0,UNICEF National Committee/Norway,202028,536,HNGA17,Nigeria 2017,NGA
3139.0,OPEC Fund for International Development,400000,536,HNGA17,Nigeria 2017,NGA
8878.0,Caritas Korea,30000,536,HNGA17,Nigeria 2017,NGA
,Not specified,25376,536,HNGA17,Nigeria 2017,NGA
2927.0,"Belgium, Government of",6170447,536,HNGA17,Nigeria 2017,NGA
4058.0,US Fund for UNICEF,814952,536,HNGA17,Nigeria 2017,NGA
8207.0,Dutch Relief Alliance,415518,536,HNGA17,Nigeria 2017,NGA
4844.0,"Hungary, Government of",188941,536,HNGA17,Nigeria 2017,NGA
2929.0,"Korea, Republic of, Government of",3000000,536,HNGA17,Nigeria 2017,NGA
3049.0,World Food Programme,25256934,536,HNGA17,Nigeria 2017,NGA
4293.0,United Nations Population Fund,147847,536,HNGA17,Nigeria 2017,NGA
4858.0,"Monaco, Government of",325733,536,HNGA17,Nigeria 2017,NGA
8877.0,Caritas Japan,10616,536,HNGA17,Nigeria 2017,NGA
3776.0,"Denmark, Government of",142653,536,HNGA17,Nigeria 2017,NGA
8879.0,Caritas Italy,10460,536,HNGA17,Nigeria 2017,NGA
4939.0,UNICEF National Committee/Iceland,82035,536,HNGA17,Nigeria 2017,NGA
4057.0,Secours Catholique – Caritas France,96670,536,HNGA17,Nigeria 2017,NGA
2940.0,UNICEF National Committee/Portugal,53142,536,HNGA17,Nigeria 2017,NGA
4215.0,EO Metterdaad,53079,536,HNGA17,Nigeria 2017,NGA
4335.0,UNICEF National Committee/Denmark,142922,536,HNGA17,Nigeria 2017,NGA
5352.0,UNICEF National Committee/Canada,91559,536,HNGA17,Nigeria 2017,NGA
2934.0,UNICEF National Committee/Belgium,455063,536,HNGA17,Nigeria 2017,NGA
4762.0,Central Emergency Response Fund,5167962,593,FPER17,Peru Flash Appeal 2017,PER
4293.0,United Nations Population Fund,300000,593,FPER17,Peru Flash Appeal 2017,PER
2933.0,"United States of America, Government of",500000,593,FPER17,Peru Flash Appeal 2017,PER
2921.0,"Sweden, Government of",280804,593,FPER17,Peru Flash Appeal 2017,PER
2928.0,"Canada, Government of",403818,593,FPER17,Peru Flash Appeal 2017,PER
4306.0,"Germany, Government of",325733,593,FPER17,Peru Flash Appeal 2017,PER
2933.0,"United States of America, Government of",3675827,626,HCOG17,Republic of Congo 2017,COG
4762.0,Central Emergency Response Fund,4371548,626,HCOG17,Republic of Congo 2017,COG
5315.0,UNICEF National Committee/United Kingdom,58043,626,HCOG17,Republic of Congo 2017,COG
2924.0,"Switzerland, Government of",12555809,538,HSSD17,Republic of South Sudan 2017,SSD
2928.0,"Canada, Government of",29212047,538,HSSD17,Republic of South Sudan 2017,SSD
2919.0,UNICEF National Committee/Netherlands,191820,538,HSSD17,Republic of South Sudan 2017,SSD
2933.0,"United States of America, Government of",277423839,538,HSSD17,Republic of South Sudan 2017,SSD
3272.0,"Lithuania, Government of",10741,538,HSSD17,Republic of South Sudan 2017,SSD
2940.0,UNICEF National Committee/Portugal,18092,538,HSSD17,Republic of South Sudan 2017,SSD
3776.0,"Denmark, Government of",22889978,538,HSSD17,Republic of South Sudan 2017,SSD
4537.0,"Japan, Government of",21942073,538,HSSD17,Republic of South Sudan 2017,SSD
8595.0,ACT Alliance / Interchurch Organisation for Development Co-operation,150000,538,HSSD17,Republic of South Sudan 2017,SSD
2930.0,"Norway, Government of",14821143,538,HSSD17,Republic of South Sudan 2017,SSD
3009.0,"Ireland, Government of",5205202,538,HSSD17,Republic of South Sudan 2017,SSD
4831.0,Arab Gulf Programme for United Nations Development Organizations,25000,538,HSSD17,Republic of South Sudan 2017,SSD
2917.0,"United Kingdom, Government of",75664308,538,HSSD17,Republic of South Sudan 2017,SSD
2921.0,"Sweden, Government of",14842702,538,HSSD17,Republic of South Sudan 2017,SSD
4543.0,Private (individuals & organizations),8597975,538,HSSD17,Republic of South Sudan 2017,SSD
2966.0,European Commission,5962952,538,HSSD17,Republic of South Sudan 2017,SSD
4058.0,US Fund for UNICEF,1959034,538,HSSD17,Republic of South Sudan 2017,SSD
3049.0,World Food Programme,258183151,538,HSSD17,Republic of South Sudan 2017,SSD
4306.0,"Germany, Government of",75480323,538,HSSD17,Republic of South Sudan 2017,SSD
8523.0,European Commission's Humanitarian Aid and Civil Protection Department,76956237,538,HSSD17,Republic of South Sudan 2017,SSD
4391.0,"Australia, Government of",12644114,538,HSSD17,Republic of South Sudan 2017,SSD
3778.0,UNICEF National Committee/Germany,2154077,538,HSSD17,Republic of South Sudan 2017,SSD
5315.0,UNICEF National Committee/United Kingdom,308838,538,HSSD17,Republic of South Sudan 2017,SSD
7656.0,South Sudan Humanitarian Fund,3458809,538,HSSD17,Republic of South Sudan 2017,SSD
4384.0,"Luxembourg, Government of",632234,538,HSSD17,Republic of South Sudan 2017,SSD
4762.0,Central Emergency Response Fund,15524589,538,HSSD17,Republic of South Sudan 2017,SSD
2915.0,United Nations Children's Fund,786247,538,HSSD17,Republic of South Sudan 2017,SSD
,Not specified,102044278,538,HSSD17,Republic of South Sudan 2017,SSD
5295.0,"Finland, Government of",2698382,538,HSSD17,Republic of South Sudan 2017,SSD
5352.0,UNICEF National Committee/Canada,47451,538,HSSD17,Republic of South Sudan 2017,SSD
5369.0,"New Zealand, Government of",2050023,538,HSSD17,Republic of South Sudan 2017,SSD
4314.0,"France, Government of",335946,538,HSSD17,Republic of South Sudan 2017,SSD
87.0,"Qatar, Government of",294364,538,HSSD17,Republic of South Sudan 2017,SSD
3774.0,"Italy, Government of",2239642,538,HSSD17,Republic of South Sudan 2017,SSD
2929.0,"Korea, Republic of, Government of",2500000,538,HSSD17,Republic of South Sudan 2017,SSD
4820.0,World Bank,10000000,538,HSSD17,Republic of South Sudan 2017,SSD
2927.0,"Belgium, Government of",6466989,538,HSSD17,Republic of South Sudan 2017,SSD
4539.0,UNICEF National Committee/Spain,450789,538,HSSD17,Republic of South Sudan 2017,SSD
4844.0,"Hungary, Government of",311149,538,HSSD17,Republic of South Sudan 2017,SSD
1657.0,United Nations Foundation,77776,538,HSSD17,Republic of South Sudan 2017,SSD
4337.0,UNICEF National Committee/France,132556,538,HSSD17,Republic of South Sudan 2017,SSD
4293.0,United Nations Population Fund,275752,538,HSSD17,Republic of South Sudan 2017,SSD
2934.0,UNICEF National Committee/Belgium,725672,538,HSSD17,Republic of South Sudan 2017,SSD
4340.0,UNICEF National Committee/Norway,658241,538,HSSD17,Republic of South Sudan 2017,SSD
4398.0,World Health Organization,669333,538,HSSD17,Republic of South Sudan 2017,SSD
5300.0,UNICEF National Committee/Czech Republic,149758,538,HSSD17,Republic of South Sudan 2017,SSD
3020.0,UNICEF National Committee/Australia,398775,538,HSSD17,Republic of South Sudan 2017,SSD
3779.0,UNICEF National Committee/Japan,216803,538,HSSD17,Republic of South Sudan 2017,SSD
4326.0,Bill and Melinda Gates Foundation,827500,538,HSSD17,Republic of South Sudan 2017,SSD
4335.0,UNICEF National Committee/Denmark,142922,538,HSSD17,Republic of South Sudan 2017,SSD
13.0,UNICEF National Committee/New Zealand,335832,538,HSSD17,Republic of South Sudan 2017,SSD
2733.0,"Sri Lanka, Government of",1250,538,HSSD17,Republic of South Sudan 2017,SSD
2976.0,"China, Government of",5000000,538,HSSD17,Republic of South Sudan 2017,SSD
4332.0,Catholic Organisation for Relief and Development Aid,119985,538,HSSD17,Republic of South Sudan 2017,SSD
2464.0,"Faeroe Islands, Government of",200000,538,HSSD17,Republic of South Sudan 2017,SSD
2932.0,"Czech Republic, Government of",1664,538,HSSD17,Republic of South Sudan 2017,SSD
4829.0,"Slovenia, Government of",33595,538,HSSD17,Republic of South Sudan 2017,SSD
8342.0,Intergovernmental Authority on Development,428492,538,HSSD17,Republic of South Sudan 2017,SSD
8523.0,European Commission's Humanitarian Aid and Civil Protection Department,1193001,546,HSEN17,Senegal 2017,SEN
,Not specified,113522,546,HSEN17,Senegal 2017,SEN
2921.0,"Sweden, Government of",73178,546,HSEN17,Senegal 2017,SEN
2930.0,"Norway, Government of",214966,546,HSEN17,Senegal 2017,SEN
2928.0,"Canada, Government of",88996,546,HSEN17,Senegal 2017,SEN
2933.0,"United States of America, Government of",152179333,528,HSOM17,Somalia 2017,SOM
4762.0,Central Emergency Response Fund,32992835,528,HSOM17,Somalia 2017,SOM
8523.0,European Commission's Humanitarian Aid and Civil Protection Department,87932066,528,HSOM17,Somalia 2017,SOM
2917.0,"United Kingdom, Government of",161829538,528,HSOM17,Somalia 2017,SOM
4537.0,"Japan, Government of",21654001,528,HSOM17,Somalia 2017,SOM
3774.0,"Italy, Government of",4989500,528,HSOM17,Somalia 2017,SOM
3778.0,UNICEF National Committee/Germany,2142906,528,HSOM17,Somalia 2017,SOM
4306.0,"Germany, Government of",88395531,528,HSOM17,Somalia 2017,SOM
3049.0,World Food Programme,16264000,528,HSOM17,Somalia 2017,SOM
4391.0,"Australia, Government of",11386815,528,HSOM17,Somalia 2017,SOM
2924.0,"Switzerland, Government of",5123712,528,HSOM17,Somalia 2017,SOM
3776.0,"Denmark, Government of",13905646,528,HSOM17,Somalia 2017,SOM
2930.0,"Norway, Government of",7246117,528,HSOM17,Somalia 2017,SOM
4293.0,United Nations Population Fund,183388,528,HSOM17,Somalia 2017,SOM
3009.0,"Ireland, Government of",4833972,528,HSOM17,Somalia 2017,SOM
2982.0,"Botswana, Government of",100000,528,HSOM17,Somalia 2017,SOM
2966.0,European Commission,2407202,528,HSOM17,Somalia 2017,SOM
2921.0,"Sweden, Government of",21501379,528,HSOM17,Somalia 2017,SOM
2928.0,"Canada, Government of",15758035,528,HSOM17,Somalia 2017,SOM
4543.0,Private (individuals & organizations),4960118,528,HSOM17,Somalia 2017,SOM
4820.0,World Bank,15000000,528,HSOM17,Somalia 2017,SOM
8539.0,ACT Alliance / Norwegian Church Aid,908637,528,HSOM17,Somalia 2017,SOM
4384.0,"Luxembourg, Government of",530786,528,HSOM17,Somalia 2017,SOM
4831.0,Arab Gulf Programme for United Nations Development Organizations,25000,528,HSOM17,Somalia 2017,SOM
2927.0,"Belgium, Government of",3183330,528,HSOM17,Somalia 2017,SOM
2976.0,"China, Government of",11000000,528,HSOM17,Somalia 2017,SOM
8524.0,European Commission EuropeAid Development and Cooperation,6261329,528,HSOM17,Somalia 2017,SOM
3272.0,"Lithuania, Government of",10858,528,HSOM17,Somalia 2017,SOM
3139.0,OPEC Fund for International Development,300000,528,HSOM17,Somalia 2017,SOM
3787.0,African Development Bank,994029,528,HSOM17,Somalia 2017,SOM
5369.0,"New Zealand, Government of",1060307,528,HSOM17,Somalia 2017,SOM
5294.0,United Nations Development Programme,200000,528,HSOM17,Somalia 2017,SOM
87.0,"Qatar, Government of",818900,528,HSOM17,Somalia 2017,SOM
2684.0,UN Peacebuilding Fund,500000,528,HSOM17,Somalia 2017,SOM
,Not specified,967099,528,HSOM17,Somalia 2017,SOM
2998.0,"Saudi Arabia (Kingdom of), Government of",2404000,528,HSOM17,Somalia 2017,SOM
4335.0,UNICEF National Committee/Denmark,142921,528,HSOM17,Somalia 2017,SOM
4337.0,UNICEF National Committee/France,132555,528,HSOM17,Somalia 2017,SOM
4058.0,US Fund for UNICEF,456000,528,HSOM17,Somalia 2017,SOM
8789.0,International Fund for Animal Welfare,25000,528,HSOM17,Somalia 2017,SOM
2932.0,"Czech Republic, Government of",100523,528,HSOM17,Somalia 2017,SOM
5295.0,"Finland, Government of",2625400,528,HSOM17,Somalia 2017,SOM
2934.0,UNICEF National Committee/Belgium,639978,528,HSOM17,Somalia 2017,SOM
4539.0,UNICEF National Committee/Spain,156164,528,HSOM17,Somalia 2017,SOM
3008.0,"Netherlands, Government of",4268943,528,HSOM17,Somalia 2017,SOM
2733.0,"Sri Lanka, Government of",1250,528,HSOM17,Somalia 2017,SOM
4314.0,"France, Government of",1737242,528,HSOM17,Somalia 2017,SOM
4331.0,"Liechtenstein, Government of",99305,528,HSOM17,Somalia 2017,SOM
2929.0,"Korea, Republic of, Government of",500000,528,HSOM17,Somalia 2017,SOM
4844.0,"Hungary, Government of",185412,528,HSOM17,Somalia 2017,SOM
4546.0,"Austria, Government of",1176471,528,HSOM17,Somalia 2017,SOM
4306.0,"Germany, Government of",24249332,584,HSDN17,Sudan 2017,SDN
3776.0,"Denmark, Government of",5617915,584,HSDN17,Sudan 2017,SDN
8523.0,European Commission's Humanitarian Aid and Civil Protection Department,31589810,584,HSDN17,Sudan 2017,SDN
4762.0,Central Emergency Response Fund,29456422,584,HSDN17,Sudan 2017,SDN
2921.0,"Sweden, Government of",11053636,584,HSDN17,Sudan 2017,SDN
2933.0,"United States of America, Government of",53247200,584,HSDN17,Sudan 2017,SDN
2924.0,"Switzerland, Government of",5244533,584,HSDN17,Sudan 2017,SDN
4293.0,United Nations Population Fund,318000,584,HSDN17,Sudan 2017,SDN
2917.0,"United Kingdom, Government of",18316659,584,HSDN17,Sudan 2017,SDN
4537.0,"Japan, Government of",5445000,584,HSDN17,Sudan 2017,SDN
2966.0,European Commission,2984004,584,HSDN17,Sudan 2017,SDN
1899.0,UNDP Administered Trust Fund,579811,584,HSDN17,Sudan 2017,SDN
2928.0,"Canada, Government of",6510175,584,HSDN17,Sudan 2017,SDN
2930.0,"Norway, Government of",1847637,584,HSDN17,Sudan 2017,SDN
8342.0,Intergovernmental Authority on Development,142872,584,HSDN17,Sudan 2017,SDN
4543.0,Private (individuals & organizations),2450777,584,HSDN17,Sudan 2017,SDN
,Not specified,3106277,584,HSDN17,Sudan 2017,SDN
3008.0,"Netherlands, Government of",989601,584,HSDN17,Sudan 2017,SDN
3009.0,"Ireland, Government of",3585094,584,HSDN17,Sudan 2017,SDN
4384.0,"Luxembourg, Government of",156904,584,HSDN17,Sudan 2017,SDN
2933.0,"United States of America, Government of",152666475,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
2930.0,"Norway, Government of",44718830,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
3779.0,UNICEF National Committee/Japan,1910417,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
4939.0,UNICEF National Committee/Iceland,107896,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
5319.0,"Spain, Government of",4093482,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
4293.0,United Nations Population Fund,432000,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
8523.0,European Commission's Humanitarian Aid and Civil Protection Department,71934916,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
4543.0,Private (individuals & organizations),5533326,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
8524.0,European Commission EuropeAid Development and Cooperation,5337812,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
2917.0,"United Kingdom, Government of",53518192,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
4539.0,UNICEF National Committee/Spain,676060,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
2921.0,"Sweden, Government of",22925364,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
4321.0,UNICEF National Committee/Sweden,1011374,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
4537.0,"Japan, Government of",55730703,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
87.0,"Qatar, Government of",23320628,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
4306.0,"Germany, Government of",312319044,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
2940.0,UNICEF National Committee/Portugal,302846,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
2924.0,"Switzerland, Government of",9127423,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
2966.0,European Commission,31129229,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
4314.0,"France, Government of",7714392,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
2998.0,"Saudi Arabia (Kingdom of), Government of",18700000,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
5294.0,United Nations Development Programme,1341062,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
4058.0,US Fund for UNICEF,4221269,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
4326.0,Bill and Melinda Gates Foundation,345000,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
3778.0,UNICEF National Committee/Germany,5291411,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
1301.0,UNICEF National Committee/Poland,86365,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
5352.0,UNICEF National Committee/Canada,216314,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
2915.0,United Nations Children's Fund,1917777,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
2928.0,"Canada, Government of",67372890,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
3776.0,"Denmark, Government of",44730080,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
4340.0,UNICEF National Committee/Norway,396051,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
2919.0,UNICEF National Committee/Netherlands,710340,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
3017.0,UNICEF National Committee/Italy,67725,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
5295.0,"Finland, Government of",9029020,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
13.0,UNICEF National Committee/New Zealand,157060,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
3009.0,"Ireland, Government of",2950769,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
5315.0,UNICEF National Committee/United Kingdom,5202702,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
8125.0,Turkey Humanitarian Fund,2062847,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
