#{"source_key": "UNHCR", "source_url": "http://www.unhcr.org/cgi-bin/texis/vtx/home/opendocAttachment.zip?COMID=58aa8f854", "source_date": 2017-02-01, "extract_date": 2017-04-04}
UN major regions,UNHCR-Bureaux,Origin,Type of population,Population Start 2016,of whom assisted by UNHCR Start 2016,Population Mid 2016,of whom assisted by UNHCR Mid 2016,Notes,Misc
Africa,Central Africa and the Great Lakes,Burundi,Total Refugee and people in refugee-like situations," 	292,762 "," 	261,168 "," 	335,232 "," 	303,745 ",
Africa,Western Africa,Niger,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations"," 	137,337 "," 	137,337 "," 	127,208 "," 	127,208 ",
Africa,Western Africa,Niger,Returned IDPs, 	-00 , 	-00 ," 	10,129 "," 	10,129 ",
Africa,Western Africa,Niger,Persons under UNHCR's statelessness mandate, 	-00 , 	-00 , 	-00 , 	-00 ,
Africa,Western Africa,Niger,Others of concern to UNHCR," 	70,001 "," 	70,001 "," 	31,525 "," 	31,525 ",
Africa,Western Africa,Niger,Total population of concern," 	209,500 "," 	207,796 "," 	171,011 "," 	169,352 ",
Africa,Western Africa,Nigeria,Total Refugee and people in refugee-like situations," 	167,983 "," 	146,107 "," 	181,294 "," 	156,320 ",
Africa,Western Africa,Nigeria,People in refugee-like situations," 	15,852 "," 	15,852 "," 	8,251 "," 	8,251 ",
Africa,Western Africa,Nigeria,Asylum-seekers," 	51,225 "," 	5,487 "," 	57,897 "," 	4,364 ",
Africa,Western Africa,Nigeria,Returned refugees, 	-00 , 	-00 ," 	17,293 "," 	17,293 ",
Africa,Western Africa,Nigeria,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations"," 	2,172,532 "," 	554,296 "," 	2,087,336 "," 	554,266 ",
Africa,Western Africa,Nigeria,Returned IDPs, 	-00 , 	-00 ," 	331,152 ", 	-00 ,
Africa,Western Africa,Nigeria,Persons under UNHCR's statelessness mandate, 	-00 , 	-00 , 	-00 , 	-00 ,
Africa,Western Africa,Nigeria,Others of concern to UNHCR, 	19 , 	19 , 	20 , 	20 ,
Africa,Western Africa,Nigeria,Total population of concern," 	2,391,759 "," 	705,909 "," 	2,674,992 "," 	732,263 ",
Africa,Western Africa,Senegal,Total Refugee and people in refugee-like situations," 	21,274 "," 	16,104 "," 	22,366 "," 	16,125 ",
Africa,Western Africa,Senegal,People in refugee-like situations, 	-00 , 	-00 , 	-00 , 	-00 ,
Africa,Western Africa,Senegal,Asylum-seekers," 	14,282 ", 	423 ," 	16,055 ", 	276 ,
Africa,Western Africa,Senegal,Returned refugees, 	-00 , 	-00 , 	-00 , 	-00 ,
Africa,Western Africa,Senegal,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations", 	-00 , 	-00 , 	-00 , 	-00 ,
Africa,Western Africa,Senegal,Returned IDPs, 	-00 , 	-00 , 	-00 , 	-00 ,
Africa,Western Africa,Senegal,Persons under UNHCR's statelessness mandate, 	-00 , 	-00 , 	-00 , 	-00 ,
Africa,Western Africa,Senegal,Others of concern to UNHCR, 	-00 , 	-00 , 	-00 , 	-00 ,
Africa,Western Africa,Senegal,Total population of concern," 	35,556 "," 	16,527 "," 	38,421 "," 	16,401 ",
Africa,Western Africa,Sierra Leone,Total Refugee and people in refugee-like situations," 	4,896 ", 	916 ," 	4,842 ", 	906 ,
Africa,Western Africa,Sierra Leone,People in refugee-like situations, 	-00 , 	-00 , 	-00 , 	-00 ,
Africa,Western Africa,Sierra Leone,Asylum-seekers," 	3,509 ", 	392 ," 	3,902 ", 	329 ,
Africa,Western Africa,Sierra Leone,Returned refugees, 	-00 , 	-00 , 	-00 , 	-00 ,
Africa,Western Africa,Sierra Leone,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations", 	-00 , 	-00 , 	-00 , 	-00 ,
Africa,Western Africa,Sierra Leone,Returned IDPs, 	-00 , 	-00 , 	-00 , 	-00 ,
Africa,Western Africa,Sierra Leone,Persons under UNHCR's statelessness mandate, 	-00 , 	-00 , 	-00 , 	-00 ,
Africa,Western Africa,Sierra Leone,Others of concern to UNHCR," 	1,479 "," 	1,479 "," 	1,479 "," 	1,479 ",
Africa,Western Africa,Sierra Leone,Total population of concern," 	9,884 "," 	2,787 "," 	10,223 "," 	2,714 ",
Africa,Western Africa,Togo,Total Refugee and people in refugee-like situations," 	8,763 "," 	3,239 "," 	8,672 "," 	3,473 ",
Africa,Western Africa,Togo,People in refugee-like situations, 	-00 , 	-00 , 	-00 , 	-00 ,
Africa,Western Africa,Togo,Asylum-seekers," 	2,147 ", 	598 ," 	2,661 ", 	664 ,
Africa,Western Africa,Togo,Returned refugees, 	-00 , 	-00 , 	5 , 	5 ,
Africa,Western Africa,Togo,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations", 	-00 , 	-00 , 	-00 , 	-00 ,
Africa,Western Africa,Togo,Returned IDPs, 	-00 , 	-00 , 	-00 , 	-00 ,
Africa,Western Africa,Togo,Persons under UNHCR's statelessness mandate, 	-00 , 	-00 , 	-00 , 	-00 ,
Africa,Western Africa,Togo,Others of concern to UNHCR, 	-00 , 	-00 , 	-00 , 	-00 ,
Africa,Western Africa,Togo,Total population of concern," 	10,910 "," 	3,837 "," 	11,338 "," 	4,142 ",
Asia,Middle East and North Africa,Bahrain,Total Refugee and people in refugee-like situations, 	421 , 	19 , 	424 , 	20 ,
Asia,Middle East and North Africa,Bahrain,People in refugee-like situations, 	-00 , 	-00 , 	-00 , 	-00 ,
Asia,Middle East and North Africa,Bahrain,Asylum-seekers, 	90 , 	17 , 	105 , 	27 ,
Asia,Middle East and North Africa,Bahrain,Returned refugees, 	-00 , 	-00 , 	-00 , 	-00 ,
Asia,Middle East and North Africa,Bahrain,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations", 	-00 , 	-00 , 	-00 , 	-00 ,
Asia,Middle East and North Africa,Bahrain,Returned IDPs, 	-00 , 	-00 , 	-00 , 	-00 ,
Asia,Middle East and North Africa,Bahrain,Persons under UNHCR's statelessness mandate, 	-00 , 	-00 , 	-00 , 	-00 ,
Asia,Middle East and North Africa,Bahrain,Others of concern to UNHCR, 	1 , 	1 , 	-00 , 	-00 ,
Asia,Middle East and North Africa,Bahrain,Total population of concern, 	512 , 	37 , 	529 , 	47 ,
Asia,Middle East and North Africa,Iraq,Total Refugee and people in refugee-like situations," 	263,961 "," 	126,809 "," 	279,955 "," 	127,315 ",c
Asia,Middle East and North Africa,Iraq,People in refugee-like situations," 	3,000 ", 	-00 ," 	6,564 ", 	-00 ,
Asia,Middle East and North Africa,Iraq,Asylum-seekers," 	238,412 "," 	137,800 "," 	281,842 "," 	151,848 ",
Asia,Middle East and North Africa,Iraq,Returned refugees, 	-00 , 	-00 , 	74 , 	73 ,
Asia,Middle East and North Africa,Iraq,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations"," 	4,403,287 "," 	1,100,823 "," 	4,386,171 "," 	1,150,300 ",
Asia,Middle East and North Africa,Iraq,Returned IDPs, 	-00 , 	-00 ," 	11,716 "," 	5,400 ",
Asia,Middle East and North Africa,Iraq,Persons under UNHCR's statelessness mandate, 	-00 , 	-00 , 	-00 , 	-00 ,
Asia,Middle East and North Africa,Iraq,Others of concern to UNHCR," 	3,599 "," 	3,599 "," 	10,103 "," 	10,103 ",
Asia,Middle East and North Africa,Iraq,Total population of concern," 	4,909,259 "," 	1,369,031 "," 	4,969,861 "," 	1,445,039 ",
Asia,Middle East and North Africa,Israel,Total Refugee and people in refugee-like situations, 	802 , 	1 , 	793 , 	1 ,
Asia,Middle East and North Africa,Israel,People in refugee-like situations, 	-00 , 	-00 , 	-00 , 	-00 ,
Asia,Middle East and North Africa,Israel,Asylum-seekers, 	393 , 	10 , 	488 , 	8 ,
Asia,Middle East and North Africa,Israel,Returned refugees, 	-00 , 	-00 , 	-00 , 	-00 ,
Asia,Middle East and North Africa,Israel,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations", 	-00 , 	-00 , 	-00 , 	-00 ,
Asia,Middle East and North Africa,Israel,Returned IDPs, 	-00 , 	-00 , 	-00 , 	-00 ,
Asia,Middle East and North Africa,Israel,Persons under UNHCR's statelessness mandate, 	-00 , 	-00 , 	-00 , 	-00 ,
Asia,Middle East and North Africa,Israel,Others of concern to UNHCR, 	-00 , 	-00 , 	-00 , 	-00 ,
Asia,Middle East and North Africa,Israel,Total population of concern," 	1,195 ", 	11 ," 	1,281 ", 	9 ,
Asia,Middle East and North Africa,Jordan,Total Refugee and people in refugee-like situations," 	1,835 ", 	118 ," 	1,903 ", 	131 ,
Asia,Middle East and North Africa,Jordan,People in refugee-like situations, 	-00 , 	-00 , 	-00 , 	-00 ,
Asia,Middle East and North Africa,Jordan,Asylum-seekers," 	1,853 ", 	189 ," 	2,173 ", 	233 ,
Asia,Middle East and North Africa,Jordan,Returned refugees, 	-00 , 	-00 , 	-00 , 	-00 ,
Asia,Middle East and North Africa,Jordan,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations", 	-00 , 	-00 , 	-00 , 	-00 ,
Asia,Middle East and North Africa,Jordan,Returned IDPs, 	-00 , 	-00 , 	-00 , 	-00 ,
Asia,Middle East and North Africa,Jordan,Persons under UNHCR's statelessness mandate, 	-00 , 	-00 , 	-00 , 	-00 ,
Asia,Middle East and North Africa,Jordan,Others of concern to UNHCR, 	92 , 	92 , 	86 , 	86 ,
Asia,Middle East and North Africa,Jordan,Total population of concern," 	3,780 ", 	399 ," 	4,162 ", 	450 ,
Asia,Middle East and North Africa,Kuwait,Total Refugee and people in refugee-like situations," 	1,085 ", 	37 , 	932 , 	29 ,
Asia,Middle East and North Africa,Kuwait,People in refugee-like situations, 	-00 , 	-00 , 	-00 , 	-00 ,
Asia,Middle East and North Africa,Kuwait,Asylum-seekers, 	607 , 	17 , 	703 , 	30 ,
Asia,Middle East and North Africa,Kuwait,Returned refugees, 	-00 , 	-00 , 	-00 , 	-00 ,
Asia,Middle East and North Africa,Kuwait,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations", 	-00 , 	-00 , 	-00 , 	-00 ,
Asia,Middle East and North Africa,Kuwait,Returned IDPs, 	-00 , 	-00 , 	-00 , 	-00 ,
Asia,Middle East and North Africa,Kuwait,Persons under UNHCR's statelessness mandate, 	-00 , 	-00 , 	-00 , 	-00 ,
Asia,Middle East and North Africa,Kuwait,Others of concern to UNHCR, 	-00 , 	-00 , 	-00 , 	-00 ,
Asia,Middle East and North Africa,Kuwait,Total population of concern," 	1,692 ", 	54 ," 	1,635 ", 	59 ,
Asia,Middle East and North Africa,Lebanon,Total Refugee and people in refugee-like situations," 	4,345 ", 	117 ," 	4,487 ", 	114 ,
Asia,Middle East and North Africa,Lebanon,People in refugee-like situations, 	-00 , 	-00 , 	-00 , 	-00 ,
Asia,Middle East and North Africa,Lebanon,Asylum-seekers," 	6,033 ", 	429 ," 	8,253 ", 	371 ,
Asia,Middle East and North Africa,Lebanon,Returned refugees, 	-00 , 	-00 , 	1 , 	-00 ,
Asia,Middle East and North Africa,Lebanon,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations", 	-00 , 	-00 , 	-00 , 	-00 ,
Asia,Middle East and North Africa,Lebanon,Returned IDPs, 	-00 , 	-00 , 	-00 , 	-00 ,
Asia,Middle East and North Africa,Lebanon,Persons under UNHCR's statelessness mandate, 	-00 , 	-00 , 	-00 , 	-00 ,
Asia,Middle East and North Africa,Lebanon,Others of concern to UNHCR, 	-00 , 	-00 , 	-00 , 	-00 ,
Asia,Middle East and North Africa,Lebanon,Total population of concern," 	10,378 ", 	546 ," 	12,741 ", 	485 ,
Asia,Middle East and North Africa,Oman,Total Refugee and people in refugee-like situations, 	37 , 	5 , 	41 , 	6 ,
Asia,Middle East and North Africa,Oman,People in refugee-like situations, 	-00 , 	-00 , 	-00 , 	-00 ,
Asia,Middle East and North Africa,Oman,Asylum-seekers, 	18 , 	3 , 	15 , 	3 ,
Asia,Middle East and North Africa,Oman,Returned refugees, 	-00 , 	-00 , 	-00 , 	-00 ,
Asia,Middle East and North Africa,Oman,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations", 	-00 , 	-00 , 	-00 , 	-00 ,
Asia,Middle East and North Africa,Oman,Returned IDPs, 	-00 , 	-00 , 	-00 , 	-00 ,
Asia,Middle East and North Africa,Oman,Persons under UNHCR's statelessness mandate, 	-00 , 	-00 , 	-00 , 	-00 ,
Asia,Middle East and North Africa,Oman,Others of concern to UNHCR, 	-00 , 	-00 , 	-00 , 	-00 ,
Asia,Middle East and North Africa,Oman,Total population of concern, 	55 , 	8 , 	56 , 	9 ,
Asia,Middle East and North Africa,Palestinian,Total Refugee and people in refugee-like situations," 	98,014 "," 	17,675 "," 	98,767 "," 	17,694 ",e
Asia,Middle East and North Africa,Palestinian,People in refugee-like situations, 	-00 , 	-00 , 	-00 , 	-00 ,
Asia,Middle East and North Africa,Palestinian,Asylum-seekers," 	4,354 "," 	2,342 "," 	5,615 "," 	2,576 ",
Asia,Middle East and North Africa,Palestinian,Returned refugees, 	-00 , 	-00 , 	-00 , 	-00 ,
Asia,Middle East and North Africa,Palestinian,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations", 	-00 , 	-00 , 	-00 , 	-00 ,
Asia,Middle East and North Africa,Palestinian,Returned IDPs, 	-00 , 	-00 , 	-00 , 	-00 ,
Asia,Middle East and North Africa,Palestinian,Persons under UNHCR's statelessness mandate, 	-00 , 	-00 , 	-00 , 	-00 ,
Asia,Middle East and North Africa,Palestinian,Others of concern to UNHCR," 	2,420 "," 	2,420 "," 	2,022 "," 	2,022 ",
Asia,Middle East and North Africa,Palestinian,Total population of concern," 	104,788 "," 	22,437 "," 	106,404 "," 	22,292 ",
Asia,Middle East and North Africa,Qatar,Total Refugee and people in refugee-like situations, 	20 , 	-00 , 	21 , 	1 ,
Asia,Middle East and North Africa,Qatar,People in refugee-like situations, 	-00 , 	-00 , 	-00 , 	-00 ,
Asia,Middle East and North Africa,Qatar,Asylum-seekers, 	14 , 	-00 , 	17 , 	-00 ,
Asia,Middle East and North Africa,Qatar,Returned refugees, 	-00 , 	-00 , 	-00 , 	-00 ,
Asia,Middle East and North Africa,Qatar,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations", 	-00 , 	-00 , 	-00 , 	-00 ,
Asia,Middle East and North Africa,Qatar,Returned IDPs, 	-00 , 	-00 , 	-00 , 	-00 ,
Asia,Middle East and North Africa,Qatar,Persons under UNHCR's statelessness mandate, 	-00 , 	-00 , 	-00 , 	-00 ,
Asia,Middle East and North Africa,Qatar,Others of concern to UNHCR, 	-00 , 	-00 , 	-00 , 	-00 ,
Asia,Middle East and North Africa,Qatar,Total population of concern, 	34 , 	-00 , 	38 , 	1 ,
Asia,Middle East and North Africa,Saudi Arabia,Total Refugee and people in refugee-like situations, 	701 , 	25 , 	752 , 	23 ,
Asia,Middle East and North Africa,Saudi Arabia,People in refugee-like situations, 	-00 , 	-00 , 	-00 , 	-00 ,
Asia,Middle East and North Africa,Saudi Arabia,Asylum-seekers, 	576 , 	34 , 	792 , 	54 ,
Asia,Middle East and North Africa,Saudi Arabia,Returned refugees, 	-00 , 	-00 , 	-00 , 	-00 ,
Asia,Middle East and North Africa,Saudi Arabia,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations", 	-00 , 	-00 , 	-00 , 	-00 ,
Asia,Middle East and North Africa,Saudi Arabia,Returned IDPs, 	-00 , 	-00 , 	-00 , 	-00 ,
Asia,Middle East and North Africa,Saudi Arabia,Persons under UNHCR's statelessness mandate, 	-00 , 	-00 , 	-00 , 	-00 ,
Asia,Middle East and North Africa,Saudi Arabia,Others of concern to UNHCR, 	10 , 	10 , 	10 , 	10 ,
Asia,Middle East and North Africa,Saudi Arabia,Total population of concern," 	1,287 ", 	69 ," 	1,554 ", 	87 ,
Asia,Middle East and North Africa,Syrian Arab Rep.,Total Refugee and people in refugee-like situations," 	4,873,093 "," 	4,548,346 "," 	5,303,613 "," 	4,818,444 ",
Asia,Middle East and North Africa,Syrian Arab Rep.,People in refugee-like situations," 	21,793 "," 	5,418 "," 	44,487 "," 	4,467 ",
Asia,Middle East and North Africa,Syrian Arab Rep.,Asylum-seekers," 	250,256 "," 	31,525 "," 	252,357 "," 	31,049 ",
Asia,Middle East and North Africa,Syrian Arab Rep.,Returned refugees, 	-00 , 	-00 ," 	6,031 ", 	-00 ,
Asia,Middle East and North Africa,Syrian Arab Rep.,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations"," 	6,563,462 "," 	3,213,275 "," 	6,563,462 "," 	2,284,607 ",
Asia,Middle East and North Africa,Syrian Arab Rep.,Returned IDPs, 	-00 , 	-00 , 	-00 , 	-00 ,
Asia,Middle East and North Africa,Syrian Arab Rep.,Persons under UNHCR's statelessness mandate, 	-00 , 	-00 , 	-00 , 	-00 ,
Asia,Middle East and North Africa,Syrian Arab Rep.,Others of concern to UNHCR," 	8,247 "," 	2,247 "," 	8,259 "," 	2,259 ",
Asia,Middle East and North Africa,Syrian Arab Rep.,Total population of concern," 	11,695,058 "," 	7,795,393 "," 	12,133,722 "," 	7,136,359 ",
Asia,Middle East and North Africa,United Arab Emirates,Total Refugee and people in refugee-like situations, 	99 , 	5 , 	106 , 	3 ,
Asia,Middle East and North Africa,United Arab Emirates,People in refugee-like situations, 	-00 , 	-00 , 	-00 , 	-00 ,
Asia,Middle East and North Africa,United Arab Emirates,Asylum-seekers, 	105 , 	14 , 	110 , 	14 ,
Asia,Middle East and North Africa,United Arab Emirates,Returned refugees, 	-00 , 	-00 , 	-00 , 	-00 ,
Asia,Middle East and North Africa,United Arab Emirates,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations", 	-00 , 	-00 , 	-00 , 	-00 ,
Asia,Middle East and North Africa,United Arab Emirates,Returned IDPs, 	-00 , 	-00 , 	-00 , 	-00 ,
Asia,Middle East and North Africa,United Arab Emirates,Persons under UNHCR's statelessness mandate, 	-00 , 	-00 , 	-00 , 	-00 ,
Asia,Middle East and North Africa,United Arab Emirates,Others of concern to UNHCR, 	-00 , 	-00 , 	-00 , 	-00 ,
Asia,Middle East and North Africa,United Arab Emirates,Total population of concern, 	204 , 	19 , 	216 , 	17 ,
Asia,Middle East and North Africa,Yemen,Total Refugee and people in refugee-like situations," 	15,892 "," 	13,336 "," 	15,657 "," 	12,792 ",
Asia,Middle East and North Africa,Yemen,People in refugee-like situations, 	-00 , 	-00 , 	-00 , 	-00 ,
Asia,Middle East and North Africa,Yemen,Asylum-seekers," 	10,078 "," 	7,527 "," 	13,487 "," 	10,591 ",
Asia,Middle East and North Africa,Yemen,Returned refugees, 	-00 , 	-00 , 	1 , 	-00 ,
Asia,Middle East and North Africa,Yemen,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations"," 	2,532,032 "," 	355,624 "," 	2,139,268 "," 	326,312 ",
Asia,Middle East and North Africa,Yemen,Returned IDPs, 	-00 , 	-00 ," 	952,800 ", 	-00 ,
Asia,Middle East and North Africa,Yemen,Persons under UNHCR's statelessness mandate, 	-00 , 	-00 , 	-00 , 	-00 ,
Asia,Middle East and North Africa,Yemen,Others of concern to UNHCR, 	13 , 	13 , 	22 , 	22 ,
Asia,Middle East and North Africa,Yemen,Total population of concern," 	2,558,015 "," 	376,500 "," 	3,121,235 "," 	349,717 ",
Asia,Asia and Pacific,Afghanistan,Total Refugee and people in refugee-like situations," 	2,666,007 "," 	2,534,428 "," 	2,698,310 "," 	2,548,967 ",
Asia,Asia and Pacific,Afghanistan,People in refugee-like situations," 	3,300 ", 	-00 ," 	12,526 ", 	-00 ,
Asia,Asia and Pacific,Afghanistan,Asylum-seekers," 	260,677 "," 	110,034 "," 	348,899 "," 	133,647 ",
Asia,Asia and Pacific,Afghanistan,Returned refugees, 	-00 , 	-00 ," 	8,315 "," 	8,255 ",
Asia,Asia and Pacific,Afghanistan,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations"," 	1,174,306 "," 	1,174,306 "," 	1,323,391 "," 	104,667 ",
Asia,Asia and Pacific,Afghanistan,Returned IDPs, 	-00 , 	-00 , 	-00 , 	-00 ,
Asia,Asia and Pacific,Afghanistan,Persons under UNHCR's statelessness mandate, 	-00 , 	-00 , 	-00 , 	-00 ,
Asia,Asia and Pacific,Afghanistan,Others of concern to UNHCR," 	150,369 "," 	150,369 "," 	127,351 "," 	127,351 ",
Asia,Asia and Pacific,Afghanistan,Total population of concern," 	4,251,359 "," 	3,969,137 "," 	4,506,266 "," 	2,922,887 ",
Asia,Asia and Pacific,Bangladesh,Total Refugee and people in refugee-like situations," 	12,171 ", 	163 ," 	14,307 ", 	185 ,
Asia,Asia and Pacific,Bangladesh,People in refugee-like situations, 	1 , 	1 , 	1 , 	1 ,
Asia,Asia and Pacific,Bangladesh,Asylum-seekers," 	30,373 "," 	1,860 "," 	30,030 "," 	1,044 ",
Asia,Asia and Pacific,Bangladesh,Returned refugees, 	-00 , 	-00 , 	-00 , 	-00 ,
Asia,Asia and Pacific,Bangladesh,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations", 	-00 , 	-00 , 	-00 , 	-00 ,
Asia,Asia and Pacific,Bangladesh,Returned IDPs, 	-00 , 	-00 , 	-00 , 	-00 ,
Asia,Asia and Pacific,Bangladesh,Persons under UNHCR's statelessness mandate, 	-00 , 	-00 , 	-00 , 	-00 ,
Asia,Asia and Pacific,Bangladesh,Others of concern to UNHCR, 	18 , 	18 , 	17 , 	17 ,
Asia,Asia and Pacific,Bangladesh,Total population of concern," 	42,562 "," 	2,041 "," 	44,354 "," 	1,246 ",
Asia,Asia and Pacific,Bhutan,Total Refugee and people in refugee-like situations," 	17,720 "," 	16,617 "," 	15,328 "," 	14,239 ",
Asia,Asia and Pacific,Bhutan,People in refugee-like situations, 	-00 , 	-00 , 	-00 , 	-00 ,
Asia,Asia and Pacific,Bhutan,Asylum-seekers, 	227 , 	5 , 	240 , 	2 ,
Asia,Asia and Pacific,Bhutan,Returned refugees, 	-00 , 	-00 , 	-00 , 	-00 ,
Asia,Asia and Pacific,Bhutan,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations", 	-00 , 	-00 , 	-00 , 	-00 ,
Asia,Asia and Pacific,Bhutan,Returned IDPs, 	-00 , 	-00 , 	-00 , 	-00 ,
Asia,Asia and Pacific,Bhutan,Persons under UNHCR's statelessness mandate, 	-00 , 	-00 , 	-00 , 	-00 ,
Asia,Asia and Pacific,Bhutan,Others of concern to UNHCR, 	-00 , 	-00 , 	-00 , 	-00 ,
Asia,Asia and Pacific,Bhutan,Total population of concern," 	17,947 "," 	16,622 "," 	15,568 "," 	14,241 ",
Asia,Asia and Pacific,Brunei Darussalam,Total Refugee and people in refugee-like situations, 	-00 , 	-00 , 	-00 , 	-00 ,
Asia,Asia and Pacific,Brunei Darussalam,People in refugee-like situations, 	-00 , 	-00 , 	-00 , 	-00 ,
Asia,Asia and Pacific,Brunei Darussalam,Asylum-seekers, 	5 , 	-00 , 	6 , 	-00 ,
Asia,Asia and Pacific,Brunei Darussalam,Returned refugees, 	-00 , 	-00 , 	-00 , 	-00 ,
Asia,Asia and Pacific,Brunei Darussalam,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations", 	-00 , 	-00 , 	-00 , 	-00 ,
Asia,Asia and Pacific,Brunei Darussalam,Returned IDPs, 	-00 , 	-00 , 	-00 , 	-00 ,
Asia,Asia and Pacific,Brunei Darussalam,Persons under UNHCR's statelessness mandate, 	-00 , 	-00 , 	-00 , 	-00 ,
Asia,Asia and Pacific,Brunei Darussalam,Others of concern to UNHCR, 	-00 , 	-00 , 	-00 , 	-00 ,
Asia,Asia and Pacific,Brunei Darussalam,Total population of concern, 	5 , 	-00 , 	6 , 	-00 ,
Asia,Asia and Pacific,Cambodia,Total Refugee and people in refugee-like situations," 	12,802 ", 	170 ," 	12,682 ", 	187 ,
Asia,Asia and Pacific,Cambodia,People in refugee-like situations, 	4 , 	4 , 	5 , 	5 ,
Asia,Asia and Pacific,Cambodia,Asylum-seekers, 	375 , 	92 , 	541 , 	85 ,
Asia,Asia and Pacific,Cambodia,Returned refugees, 	-00 , 	-00 , 	-00 , 	-00 ,
Asia,Asia and Pacific,Cambodia,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations", 	-00 , 	-00 , 	-00 , 	-00 ,
Asia,Asia and Pacific,Cambodia,Returned IDPs, 	-00 , 	-00 , 	-00 , 	-00 ,
Asia,Asia and Pacific,Cambodia,Persons under UNHCR's statelessness mandate, 	-00 , 	-00 , 	-00 , 	-00 ,
Asia,Asia and Pacific,Cambodia,Others of concern to UNHCR, 	-00 , 	-00 , 	-00 , 	-00 ,
Asia,Asia and Pacific,Cambodia,Total population of concern," 	13,177 ", 	262 ," 	13,223 ", 	272 ,
Asia,Asia and Pacific,China,Total Refugee and people in refugee-like situations," 	212,777 ", 	268 ," 	212,357 ", 	250 ,
Asia,Asia and Pacific,China,People in refugee-like situations, 	-00 , 	-00 , 	-00 , 	-00 ,
Asia,Asia and Pacific,China,Asylum-seekers," 	57,689 ", 	461 ," 	64,057 ", 	291 ,
Asia,Asia and Pacific,China,Returned refugees, 	-00 , 	-00 , 	-00 , 	-00 ,
Asia,Asia and Pacific,China,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations", 	-00 , 	-00 , 	-00 , 	-00 ,
Asia,Asia and Pacific,China,Returned IDPs, 	-00 , 	-00 , 	-00 , 	-00 ,
Asia,Asia and Pacific,China,Persons under UNHCR's statelessness mandate, 	-00 , 	-00 , 	-00 , 	-00 ,
Asia,Asia and Pacific,China,Others of concern to UNHCR, 	2 , 	1 , 	1 , 	-00 ,
Asia,Asia and Pacific,China,Total population of concern," 	270,468 ", 	730 ," 	276,415 ", 	541 ,
Asia,Asia and Pacific,"China, Hong Kong SAR",Total Refugee and people in refugee-like situations, 	33 , 	-00 , 	33 , 	-00 ,
Asia,Asia and Pacific,"China, Hong Kong SAR",People in refugee-like situations, 	-00 , 	-00 , 	-00 , 	-00 ,
Asia,Asia and Pacific,"China, Hong Kong SAR",Asylum-seekers, 	72 , 	-00 , 	82 , 	-00 ,
Asia,Asia and Pacific,"China, Hong Kong SAR",Returned refugees, 	-00 , 	-00 , 	-00 , 	-00 ,
Asia,Asia and Pacific,"China, Hong Kong SAR","IDPs protected/assisted by UNHCR, incl. people in IDP-like situations", 	-00 , 	-00 , 	-00 , 	-00 ,
Asia,Asia and Pacific,"China, Hong Kong SAR",Returned IDPs, 	-00 , 	-00 , 	-00 , 	-00 ,
Asia,Asia and Pacific,"China, Hong Kong SAR",Persons under UNHCR's statelessness mandate, 	-00 , 	-00 , 	-00 , 	-00 ,
Asia,Asia and Pacific,"China, Hong Kong SAR",Others of concern to UNHCR, 	-00 , 	-00 , 	-00 , 	-00 ,
Asia,Asia and Pacific,"China, Hong Kong SAR",Total population of concern, 	105 , 	-00 , 	115 , 	-00 ,
Asia,Asia and Pacific,"China, Macao SAR",Total Refugee and people in refugee-like situations, 	5 , 	-00 , 	5 , 	-00 ,
Asia,Asia and Pacific,"China, Macao SAR",People in refugee-like situations, 	-00 , 	-00 , 	-00 , 	-00 ,
Asia,Asia and Pacific,"China, Macao SAR",Asylum-seekers, 	23 , 	-00 , 	12 , 	-00 ,
Asia,Asia and Pacific,"China, Macao SAR",Returned refugees, 	-00 , 	-00 , 	-00 , 	-00 ,
Asia,Asia and Pacific,"China, Macao SAR","IDPs protected/assisted by UNHCR, incl. people in IDP-like situations", 	-00 , 	-00 , 	-00 , 	-00 ,
Asia,Asia and Pacific,"China, Macao SAR",Returned IDPs, 	-00 , 	-00 , 	-00 , 	-00 ,
